30.06.2013 19:17:31: Starting interval: 3600 jobs during 3600 seconds
30.06.2013 19:17:31: second 0, jobs that second 0, active requests: 0
30.06.2013 20:06:42: second 2951, jobs that second 0, active requests: 1
30.06.2013 20:06:43: second 2952, jobs that second 0, active requests: 0
30.06.2013 20:06:44: second 2953, jobs that second 1, active requests: 0
30.06.2013 20:06:45: second 2954, jobs that second 3, active requests: 0
30.06.2013 20:06:46: second 2955, jobs that second 1, active requests: 0
30.06.2013 20:06:47: second 2956, jobs that second 0, active requests: 0
30.06.2013 20:06:48: second 2957, jobs that second 1, active requests: 0
30.06.2013 20:06:49: second 2958, jobs that second 0, active requests: 1
30.06.2013 20:06:50: second 2959, jobs that second 2, active requests: 0
30.06.2013 20:06:51: second 2960, jobs that second 1, active requests: 1
30.06.2013 20:06:52: second 2961, jobs that second 1, active requests: 0
30.06.2013 20:06:53: second 2962, jobs that second 0, active requests: 0
30.06.2013 20:06:54: second 2963, jobs that second 0, active requests: 0
30.06.2013 20:06:55: second 2964, jobs that second 2, active requests: 0
30.06.2013 20:06:56: second 2965, jobs that second 2, active requests: 0
30.06.2013 20:06:57: second 2966, jobs that second 1, active requests: 0
30.06.2013 20:06:58: second 2967, jobs that second 1, active requests: 1
30.06.2013 20:06:59: second 2968, jobs that second 2, active requests: 0
30.06.2013 20:07:00: second 2969, jobs that second 0, active requests: 1
30.06.2013 20:07:01: second 2970, jobs that second 1, active requests: 0
30.06.2013 20:07:02: second 2971, jobs that second 1, active requests: 1
30.06.2013 20:07:03: second 2972, jobs that second 1, active requests: 0
30.06.2013 20:07:04: second 2973, jobs that second 0, active requests: 0
30.06.2013 20:07:05: second 2974, jobs that second 0, active requests: 0
30.06.2013 20:07:06: second 2975, jobs that second 1, active requests: 0
30.06.2013 20:07:07: second 2976, jobs that second 0, active requests: 0
30.06.2013 20:07:08: second 2977, jobs that second 2, active requests: 0
30.06.2013 20:07:09: second 2978, jobs that second 0, active requests: 1
30.06.2013 20:07:10: second 2979, jobs that second 1, active requests: 0
30.06.2013 20:07:11: second 2980, jobs that second 0, active requests: 0
30.06.2013 20:07:12: second 2981, jobs that second 0, active requests: 0
30.06.2013 20:07:13: second 2982, jobs that second 0, active requests: 0
30.06.2013 20:07:14: second 2983, jobs that second 0, active requests: 0
30.06.2013 20:07:15: second 2984, jobs that second 0, active requests: 0
30.06.2013 20:07:16: second 2985, jobs that second 2, active requests: 0
30.06.2013 20:07:17: second 2986, jobs that second 3, active requests: 1
30.06.2013 20:07:18: second 2987, jobs that second 2, active requests: 1
30.06.2013 20:07:19: second 2988, jobs that second 1, active requests: 0
30.06.2013 20:07:20: second 2989, jobs that second 0, active requests: 0
30.06.2013 20:07:21: second 2990, jobs that second 1, active requests: 0
30.06.2013 20:07:22: second 2991, jobs that second 1, active requests: 0
30.06.2013 20:07:23: second 2992, jobs that second 1, active requests: 1
30.06.2013 20:07:24: second 2993, jobs that second 3, active requests: 0
30.06.2013 20:07:25: second 2994, jobs that second 1, active requests: 1
30.06.2013 20:07:26: second 2995, jobs that second 2, active requests: 0
30.06.2013 20:07:27: second 2996, jobs that second 2, active requests: 0
30.06.2013 20:07:28: second 2997, jobs that second 0, active requests: 1
30.06.2013 20:07:29: second 2998, jobs that second 2, active requests: 0
30.06.2013 20:07:30: second 2999, jobs that second 1, active requests: 1
30.06.2013 20:07:31: second 3000, jobs that second 1, active requests: 0
30.06.2013 20:07:32: second 3001, jobs that second 0, active requests: 0
30.06.2013 20:07:33: second 3002, jobs that second 0, active requests: 0
30.06.2013 20:07:34: second 3003, jobs that second 2, active requests: 0
30.06.2013 20:07:35: second 3004, jobs that second 1, active requests: 0
30.06.2013 20:07:36: second 3005, jobs that second 0, active requests: 0
30.06.2013 20:07:37: second 3006, jobs that second 1, active requests: 0
30.06.2013 20:07:38: second 3007, jobs that second 0, active requests: 0
30.06.2013 20:07:39: second 3008, jobs that second 1, active requests: 0
30.06.2013 20:07:40: second 3009, jobs that second 2, active requests: 1
30.06.2013 20:07:41: second 3010, jobs that second 2, active requests: 1
30.06.2013 20:07:42: second 3011, jobs that second 0, active requests: 0
30.06.2013 20:07:43: second 3012, jobs that second 0, active requests: 0
30.06.2013 20:07:44: second 3013, jobs that second 1, active requests: 0
30.06.2013 20:07:45: second 3014, jobs that second 0, active requests: 0
30.06.2013 20:07:46: second 3015, jobs that second 1, active requests: 0
30.06.2013 20:07:47: second 3016, jobs that second 1, active requests: 0
30.06.2013 20:07:48: second 3017, jobs that second 0, active requests: 0
30.06.2013 20:07:49: second 3018, jobs that second 0, active requests: 0
30.06.2013 20:07:50: second 3019, jobs that second 1, active requests: 0
30.06.2013 20:07:51: second 3020, jobs that second 1, active requests: 0
30.06.2013 20:07:52: second 3021, jobs that second 0, active requests: 1
30.06.2013 20:07:53: second 3022, jobs that second 1, active requests: 0
30.06.2013 20:07:54: second 3023, jobs that second 1, active requests: 0
30.06.2013 20:07:55: second 3024, jobs that second 2, active requests: 1
30.06.2013 20:07:56: second 3025, jobs that second 1, active requests: 0
30.06.2013 20:07:57: second 3026, jobs that second 0, active requests: 0
30.06.2013 20:07:58: second 3027, jobs that second 1, active requests: 0
30.06.2013 20:07:59: second 3028, jobs that second 1, active requests: 0
30.06.2013 20:08:00: second 3029, jobs that second 2, active requests: 0
30.06.2013 20:08:01: second 3030, jobs that second 0, active requests: 1
30.06.2013 20:08:02: second 3031, jobs that second 0, active requests: 0
30.06.2013 20:08:03: second 3032, jobs that second 1, active requests: 0
30.06.2013 20:08:04: second 3033, jobs that second 3, active requests: 0
30.06.2013 20:08:05: second 3034, jobs that second 1, active requests: 2
30.06.2013 20:08:06: second 3035, jobs that second 1, active requests: 0
30.06.2013 20:08:07: second 3036, jobs that second 0, active requests: 0
30.06.2013 20:08:08: second 3037, jobs that second 2, active requests: 0
30.06.2013 20:08:09: second 3038, jobs that second 0, active requests: 0
30.06.2013 20:08:10: second 3039, jobs that second 1, active requests: 0
30.06.2013 20:08:11: second 3040, jobs that second 0, active requests: 1
30.06.2013 20:08:12: second 3041, jobs that second 1, active requests: 0
30.06.2013 20:08:13: second 3042, jobs that second 1, active requests: 0
30.06.2013 20:08:14: second 3043, jobs that second 1, active requests: 1
30.06.2013 20:08:15: second 3044, jobs that second 0, active requests: 0
30.06.2013 20:08:16: second 3045, jobs that second 1, active requests: 0
30.06.2013 20:08:17: second 3046, jobs that second 2, active requests: 1
30.06.2013 20:08:18: second 3047, jobs that second 1, active requests: 0
30.06.2013 20:08:19: second 3048, jobs that second 0, active requests: 0
30.06.2013 20:08:20: second 3049, jobs that second 2, active requests: 0
30.06.2013 20:08:21: second 3050, jobs that second 1, active requests: 0
30.06.2013 20:08:22: second 3051, jobs that second 1, active requests: 0
30.06.2013 20:08:23: second 3052, jobs that second 0, active requests: 1
30.06.2013 20:08:24: second 3053, jobs that second 0, active requests: 0
30.06.2013 20:08:25: second 3054, jobs that second 2, active requests: 0
30.06.2013 20:08:26: second 3055, jobs that second 1, active requests: 1
30.06.2013 20:08:27: second 3056, jobs that second 0, active requests: 0
30.06.2013 20:08:28: second 3057, jobs that second 2, active requests: 0
30.06.2013 20:08:29: second 3058, jobs that second 0, active requests: 0
30.06.2013 20:08:30: second 3059, jobs that second 2, active requests: 0
30.06.2013 20:08:31: second 3060, jobs that second 1, active requests: 0
30.06.2013 20:08:32: second 3061, jobs that second 2, active requests: 0
30.06.2013 20:08:33: second 3062, jobs that second 1, active requests: 1
30.06.2013 20:08:34: second 3063, jobs that second 0, active requests: 1
30.06.2013 20:08:35: second 3064, jobs that second 1, active requests: 0
30.06.2013 20:08:36: second 3065, jobs that second 1, active requests: 0
30.06.2013 20:08:37: second 3066, jobs that second 2, active requests: 0
30.06.2013 20:08:38: second 3067, jobs that second 1, active requests: 0
30.06.2013 20:08:39: second 3068, jobs that second 2, active requests: 0
30.06.2013 20:08:40: second 3069, jobs that second 2, active requests: 1
30.06.2013 20:08:41: second 3070, jobs that second 1, active requests: 1
30.06.2013 20:08:42: second 3071, jobs that second 2, active requests: 0
30.06.2013 20:08:43: second 3072, jobs that second 1, active requests: 0
30.06.2013 20:08:44: second 3073, jobs that second 1, active requests: 0
30.06.2013 20:08:45: second 3074, jobs that second 0, active requests: 0
30.06.2013 20:08:46: second 3075, jobs that second 2, active requests: 0
30.06.2013 20:08:47: second 3076, jobs that second 0, active requests: 1
30.06.2013 20:08:48: second 3077, jobs that second 1, active requests: 0
30.06.2013 20:08:49: second 3078, jobs that second 3, active requests: 0
30.06.2013 20:08:50: second 3079, jobs that second 0, active requests: 1
30.06.2013 20:08:51: second 3080, jobs that second 1, active requests: 0
30.06.2013 20:08:52: second 3081, jobs that second 0, active requests: 0
30.06.2013 20:08:53: second 3082, jobs that second 2, active requests: 0
30.06.2013 20:08:54: second 3083, jobs that second 1, active requests: 0
30.06.2013 20:08:55: second 3084, jobs that second 0, active requests: 0
30.06.2013 20:08:56: second 3085, jobs that second 1, active requests: 0
30.06.2013 20:08:57: second 3086, jobs that second 3, active requests: 1
30.06.2013 20:08:58: second 3087, jobs that second 1, active requests: 1
30.06.2013 20:08:59: second 3088, jobs that second 0, active requests: 1
30.06.2013 20:09:00: second 3089, jobs that second 0, active requests: 0
30.06.2013 20:09:01: second 3090, jobs that second 0, active requests: 0
30.06.2013 20:09:02: second 3091, jobs that second 1, active requests: 0
30.06.2013 20:09:03: second 3092, jobs that second 1, active requests: 0
30.06.2013 20:09:04: second 3093, jobs that second 5, active requests: 0
30.06.2013 20:09:05: second 3094, jobs that second 0, active requests: 2
30.06.2013 20:09:06: second 3095, jobs that second 2, active requests: 0
30.06.2013 20:09:07: second 3096, jobs that second 3, active requests: 1
30.06.2013 20:09:08: second 3097, jobs that second 1, active requests: 0
30.06.2013 20:09:09: second 3098, jobs that second 0, active requests: 0
30.06.2013 20:09:10: second 3099, jobs that second 2, active requests: 0
30.06.2013 20:09:11: second 3100, jobs that second 1, active requests: 0
30.06.2013 20:09:12: second 3101, jobs that second 0, active requests: 1
30.06.2013 20:09:13: second 3102, jobs that second 0, active requests: 0
30.06.2013 20:09:14: second 3103, jobs that second 1, active requests: 0
30.06.2013 20:09:15: second 3104, jobs that second 2, active requests: 0
30.06.2013 20:09:16: second 3105, jobs that second 1, active requests: 1
30.06.2013 20:09:17: second 3106, jobs that second 2, active requests: 0
30.06.2013 20:09:18: second 3107, jobs that second 0, active requests: 0
30.06.2013 20:09:19: second 3108, jobs that second 1, active requests: 0
30.06.2013 20:09:20: second 3109, jobs that second 0, active requests: 0
30.06.2013 20:09:21: second 3110, jobs that second 0, active requests: 0
30.06.2013 20:09:22: second 3111, jobs that second 1, active requests: 0
30.06.2013 20:09:23: second 3112, jobs that second 0, active requests: 0
30.06.2013 20:09:24: second 3113, jobs that second 1, active requests: 0
30.06.2013 20:09:25: second 3114, jobs that second 0, active requests: 1
30.06.2013 20:09:26: second 3115, jobs that second 1, active requests: 0
30.06.2013 20:09:27: second 3116, jobs that second 0, active requests: 0
30.06.2013 20:09:28: second 3117, jobs that second 0, active requests: 0
30.06.2013 20:09:29: second 3118, jobs that second 1, active requests: 0
30.06.2013 20:09:30: second 3119, jobs that second 1, active requests: 1
30.06.2013 20:09:31: second 3120, jobs that second 2, active requests: 0
30.06.2013 20:09:32: second 3121, jobs that second 1, active requests: 0
30.06.2013 20:09:33: second 3122, jobs that second 1, active requests: 0
30.06.2013 20:09:34: second 3123, jobs that second 0, active requests: 0
30.06.2013 20:09:35: second 3124, jobs that second 1, active requests: 0
30.06.2013 20:09:36: second 3125, jobs that second 3, active requests: 0
30.06.2013 20:09:37: second 3126, jobs that second 3, active requests: 2
30.06.2013 20:09:38: second 3127, jobs that second 0, active requests: 0
30.06.2013 20:09:39: second 3128, jobs that second 1, active requests: 0
30.06.2013 20:09:40: second 3129, jobs that second 1, active requests: 0
30.06.2013 20:09:41: second 3130, jobs that second 0, active requests: 0
30.06.2013 20:09:42: second 3131, jobs that second 3, active requests: 0
30.06.2013 20:09:43: second 3132, jobs that second 0, active requests: 1
30.06.2013 20:09:44: second 3133, jobs that second 1, active requests: 0
30.06.2013 20:09:45: second 3134, jobs that second 2, active requests: 1
30.06.2013 20:09:46: second 3135, jobs that second 0, active requests: 0
30.06.2013 20:09:47: second 3136, jobs that second 0, active requests: 0
30.06.2013 20:09:48: second 3137, jobs that second 0, active requests: 0
30.06.2013 20:09:49: second 3138, jobs that second 2, active requests: 0
30.06.2013 20:09:50: second 3139, jobs that second 1, active requests: 0
30.06.2013 20:09:51: second 3140, jobs that second 2, active requests: 0
30.06.2013 20:09:52: second 3141, jobs that second 1, active requests: 1
30.06.2013 20:09:53: second 3142, jobs that second 1, active requests: 0
30.06.2013 20:09:54: second 3143, jobs that second 0, active requests: 1
30.06.2013 20:09:55: second 3144, jobs that second 2, active requests: 0
30.06.2013 20:09:56: second 3145, jobs that second 1, active requests: 0
30.06.2013 20:09:57: second 3146, jobs that second 1, active requests: 0
30.06.2013 20:09:58: second 3147, jobs that second 0, active requests: 0
30.06.2013 20:09:59: second 3148, jobs that second 2, active requests: 0
30.06.2013 20:10:00: second 3149, jobs that second 1, active requests: 0
30.06.2013 20:10:01: second 3150, jobs that second 0, active requests: 1
30.06.2013 20:10:02: second 3151, jobs that second 1, active requests: 0
30.06.2013 20:10:03: second 3152, jobs that second 1, active requests: 0
30.06.2013 20:10:04: second 3153, jobs that second 1, active requests: 1
30.06.2013 20:10:05: second 3154, jobs that second 2, active requests: 0
30.06.2013 20:10:06: second 3155, jobs that second 0, active requests: 1
30.06.2013 20:10:07: second 3156, jobs that second 0, active requests: 0
30.06.2013 20:10:08: second 3157, jobs that second 0, active requests: 0
30.06.2013 20:10:09: second 3158, jobs that second 1, active requests: 0
30.06.2013 20:10:10: second 3159, jobs that second 3, active requests: 0
30.06.2013 20:10:11: second 3160, jobs that second 0, active requests: 1
30.06.2013 20:10:12: second 3161, jobs that second 0, active requests: 0
30.06.2013 20:10:13: second 3162, jobs that second 2, active requests: 0
30.06.2013 20:10:14: second 3163, jobs that second 3, active requests: 1
30.06.2013 20:10:15: second 3164, jobs that second 1, active requests: 1
30.06.2013 20:10:16: second 3165, jobs that second 1, active requests: 0
30.06.2013 20:10:17: second 3166, jobs that second 2, active requests: 0
30.06.2013 20:10:18: second 3167, jobs that second 1, active requests: 0
30.06.2013 20:10:19: second 3168, jobs that second 1, active requests: 0
30.06.2013 20:10:20: second 3169, jobs that second 0, active requests: 1
30.06.2013 20:10:21: second 3170, jobs that second 0, active requests: 0
30.06.2013 20:10:22: second 3171, jobs that second 1, active requests: 0
30.06.2013 20:10:23: second 3172, jobs that second 0, active requests: 0
30.06.2013 20:10:24: second 3173, jobs that second 0, active requests: 0
30.06.2013 20:10:25: second 3174, jobs that second 1, active requests: 0
30.06.2013 20:10:26: second 3175, jobs that second 1, active requests: 1
30.06.2013 20:10:27: second 3176, jobs that second 3, active requests: 0
30.06.2013 20:10:28: second 3177, jobs that second 0, active requests: 0
30.06.2013 20:10:29: second 3178, jobs that second 3, active requests: 0
30.06.2013 20:10:30: second 3179, jobs that second 0, active requests: 1
30.06.2013 20:10:31: second 3180, jobs that second 1, active requests: 0
30.06.2013 20:10:32: second 3181, jobs that second 1, active requests: 0
30.06.2013 20:10:33: second 3182, jobs that second 1, active requests: 1
30.06.2013 20:10:34: second 3183, jobs that second 1, active requests: 0
30.06.2013 20:10:35: second 3184, jobs that second 2, active requests: 0
30.06.2013 20:10:36: second 3185, jobs that second 2, active requests: 0
30.06.2013 20:10:37: second 3186, jobs that second 2, active requests: 0
30.06.2013 20:10:38: second 3187, jobs that second 0, active requests: 1
30.06.2013 20:10:39: second 3188, jobs that second 0, active requests: 0
30.06.2013 20:10:40: second 3189, jobs that second 0, active requests: 0
30.06.2013 20:10:41: second 3190, jobs that second 1, active requests: 0
30.06.2013 20:10:42: second 3191, jobs that second 3, active requests: 1
30.06.2013 20:10:43: second 3192, jobs that second 2, active requests: 0
30.06.2013 20:10:44: second 3193, jobs that second 1, active requests: 0
30.06.2013 20:10:45: second 3194, jobs that second 0, active requests: 0
30.06.2013 20:10:46: second 3195, jobs that second 0, active requests: 0
30.06.2013 20:10:47: second 3196, jobs that second 0, active requests: 0
30.06.2013 20:10:48: second 3197, jobs that second 3, active requests: 0
30.06.2013 20:10:49: second 3198, jobs that second 2, active requests: 2
30.06.2013 20:10:50: second 3199, jobs that second 2, active requests: 0
30.06.2013 20:10:51: second 3200, jobs that second 3, active requests: 0
30.06.2013 20:10:52: second 3201, jobs that second 1, active requests: 1
30.06.2013 20:10:53: second 3202, jobs that second 0, active requests: 0
30.06.2013 20:10:54: second 3203, jobs that second 0, active requests: 0
30.06.2013 20:10:55: second 3204, jobs that second 2, active requests: 0
30.06.2013 20:10:56: second 3205, jobs that second 1, active requests: 1
30.06.2013 20:10:57: second 3206, jobs that second 1, active requests: 1
30.06.2013 20:10:58: second 3207, jobs that second 1, active requests: 0
30.06.2013 20:10:59: second 3208, jobs that second 0, active requests: 0
30.06.2013 20:11:00: second 3209, jobs that second 3, active requests: 0
30.06.2013 20:11:01: second 3210, jobs that second 1, active requests: 1
30.06.2013 20:11:02: second 3211, jobs that second 1, active requests: 0
30.06.2013 20:11:03: second 3212, jobs that second 0, active requests: 1
30.06.2013 20:11:04: second 3213, jobs that second 1, active requests: 0
30.06.2013 20:11:05: second 3214, jobs that second 0, active requests: 0
30.06.2013 20:11:06: second 3215, jobs that second 1, active requests: 0
30.06.2013 20:11:07: second 3216, jobs that second 6, active requests: 1
30.06.2013 20:11:08: second 3217, jobs that second 3, active requests: 0
30.06.2013 20:11:09: second 3218, jobs that second 2, active requests: 2
30.06.2013 20:11:10: second 3219, jobs that second 0, active requests: 0
30.06.2013 20:11:11: second 3220, jobs that second 0, active requests: 0
30.06.2013 20:11:12: second 3221, jobs that second 0, active requests: 0
30.06.2013 20:11:13: second 3222, jobs that second 4, active requests: 0
30.06.2013 20:11:14: second 3223, jobs that second 1, active requests: 0
30.06.2013 20:11:15: second 3224, jobs that second 0, active requests: 1
30.06.2013 20:11:16: second 3225, jobs that second 1, active requests: 0
30.06.2013 20:11:17: second 3226, jobs that second 2, active requests: 0
30.06.2013 20:11:18: second 3227, jobs that second 3, active requests: 1
30.06.2013 20:11:19: second 3228, jobs that second 1, active requests: 0
30.06.2013 20:11:20: second 3229, jobs that second 1, active requests: 0
30.06.2013 20:11:21: second 3230, jobs that second 0, active requests: 0
30.06.2013 20:11:22: second 3231, jobs that second 4, active requests: 0
30.06.2013 20:11:23: second 3232, jobs that second 1, active requests: 2
30.06.2013 20:11:24: second 3233, jobs that second 2, active requests: 0
30.06.2013 20:11:25: second 3234, jobs that second 1, active requests: 0
30.06.2013 20:11:26: second 3235, jobs that second 1, active requests: 0
30.06.2013 20:11:27: second 3236, jobs that second 0, active requests: 0
30.06.2013 20:11:28: second 3237, jobs that second 1, active requests: 0
30.06.2013 20:11:29: second 3238, jobs that second 0, active requests: 1
30.06.2013 20:11:30: second 3239, jobs that second 0, active requests: 0
30.06.2013 20:11:31: second 3240, jobs that second 0, active requests: 0
30.06.2013 20:11:32: second 3241, jobs that second 1, active requests: 0
30.06.2013 20:11:33: second 3242, jobs that second 0, active requests: 0
30.06.2013 20:11:34: second 3243, jobs that second 0, active requests: 0
30.06.2013 20:11:35: second 3244, jobs that second 0, active requests: 0
30.06.2013 20:11:36: second 3245, jobs that second 0, active requests: 0
30.06.2013 20:11:37: second 3246, jobs that second 1, active requests: 0
30.06.2013 20:11:38: second 3247, jobs that second 0, active requests: 1
30.06.2013 20:11:39: second 3248, jobs that second 0, active requests: 0
30.06.2013 20:11:40: second 3249, jobs that second 1, active requests: 0
30.06.2013 20:11:41: second 3250, jobs that second 2, active requests: 0
30.06.2013 20:11:42: second 3251, jobs that second 1, active requests: 0
30.06.2013 20:11:43: second 3252, jobs that second 1, active requests: 0
30.06.2013 20:11:44: second 3253, jobs that second 0, active requests: 0
30.06.2013 20:11:45: second 3254, jobs that second 0, active requests: 0
30.06.2013 20:11:46: second 3255, jobs that second 3, active requests: 0
30.06.2013 20:11:47: second 3256, jobs that second 1, active requests: 1
30.06.2013 20:11:48: second 3257, jobs that second 1, active requests: 1
30.06.2013 20:11:49: second 3258, jobs that second 1, active requests: 0
30.06.2013 20:11:50: second 3259, jobs that second 0, active requests: 1
30.06.2013 20:11:51: second 3260, jobs that second 2, active requests: 0
30.06.2013 20:11:52: second 3261, jobs that second 1, active requests: 0
30.06.2013 20:11:53: second 3262, jobs that second 0, active requests: 0
30.06.2013 20:11:54: second 3263, jobs that second 0, active requests: 0
30.06.2013 20:11:55: second 3264, jobs that second 4, active requests: 0
30.06.2013 20:11:56: second 3265, jobs that second 1, active requests: 2
30.06.2013 20:11:57: second 3266, jobs that second 5, active requests: 0
30.06.2013 20:11:58: second 3267, jobs that second 1, active requests: 1
30.06.2013 20:11:59: second 3268, jobs that second 1, active requests: 0
30.06.2013 20:12:00: second 3269, jobs that second 0, active requests: 0
30.06.2013 20:12:01: second 3270, jobs that second 0, active requests: 0
30.06.2013 20:12:02: second 3271, jobs that second 0, active requests: 0
30.06.2013 20:12:03: second 3272, jobs that second 1, active requests: 0
30.06.2013 20:12:04: second 3273, jobs that second 0, active requests: 1
30.06.2013 20:12:05: second 3274, jobs that second 1, active requests: 0
30.06.2013 20:12:06: second 3275, jobs that second 2, active requests: 0
30.06.2013 20:12:07: second 3276, jobs that second 3, active requests: 1
30.06.2013 20:12:08: second 3277, jobs that second 0, active requests: 0
30.06.2013 20:12:09: second 3278, jobs that second 0, active requests: 0
30.06.2013 20:12:10: second 3279, jobs that second 1, active requests: 0
30.06.2013 20:12:11: second 3280, jobs that second 2, active requests: 0
30.06.2013 20:12:12: second 3281, jobs that second 0, active requests: 1
30.06.2013 20:12:13: second 3282, jobs that second 2, active requests: 0
30.06.2013 20:12:14: second 3283, jobs that second 0, active requests: 1
30.06.2013 20:12:15: second 3284, jobs that second 0, active requests: 0
30.06.2013 20:12:16: second 3285, jobs that second 1, active requests: 0
30.06.2013 20:12:17: second 3286, jobs that second 1, active requests: 0
30.06.2013 20:12:18: second 3287, jobs that second 1, active requests: 0
30.06.2013 20:12:19: second 3288, jobs that second 2, active requests: 0
30.06.2013 20:12:20: second 3289, jobs that second 3, active requests: 0
30.06.2013 20:12:21: second 3290, jobs that second 0, active requests: 1
30.06.2013 20:12:22: second 3291, jobs that second 0, active requests: 0
30.06.2013 20:12:23: second 3292, jobs that second 2, active requests: 0
30.06.2013 20:12:24: second 3293, jobs that second 2, active requests: 1
30.06.2013 20:12:25: second 3294, jobs that second 2, active requests: 0
30.06.2013 20:12:26: second 3295, jobs that second 1, active requests: 0
30.06.2013 20:12:27: second 3296, jobs that second 1, active requests: 0
30.06.2013 20:12:28: second 3297, jobs that second 0, active requests: 1
30.06.2013 20:12:29: second 3298, jobs that second 3, active requests: 0
30.06.2013 20:12:30: second 3299, jobs that second 0, active requests: 1
30.06.2013 20:12:31: second 3300, jobs that second 0, active requests: 0
30.06.2013 20:12:32: second 3301, jobs that second 1, active requests: 0
30.06.2013 20:12:33: second 3302, jobs that second 0, active requests: 0
30.06.2013 20:12:34: second 3303, jobs that second 1, active requests: 0
30.06.2013 20:12:35: second 3304, jobs that second 1, active requests: 0
30.06.2013 20:12:36: second 3305, jobs that second 1, active requests: 0
30.06.2013 20:12:37: second 3306, jobs that second 0, active requests: 0
30.06.2013 20:12:38: second 3307, jobs that second 0, active requests: 0
30.06.2013 20:12:39: second 3308, jobs that second 1, active requests: 0
30.06.2013 20:12:40: second 3309, jobs that second 2, active requests: 0
30.06.2013 20:12:41: second 3310, jobs that second 1, active requests: 1
30.06.2013 20:12:42: second 3311, jobs that second 2, active requests: 1
30.06.2013 20:12:43: second 3312, jobs that second 2, active requests: 1
30.06.2013 20:12:44: second 3313, jobs that second 0, active requests: 0
30.06.2013 20:12:45: second 3314, jobs that second 2, active requests: 0
30.06.2013 20:12:46: second 3315, jobs that second 1, active requests: 0
30.06.2013 20:12:47: second 3316, jobs that second 3, active requests: 1
30.06.2013 20:12:48: second 3317, jobs that second 2, active requests: 1
30.06.2013 20:12:49: second 3318, jobs that second 1, active requests: 1
30.06.2013 20:12:50: second 3319, jobs that second 1, active requests: 0
30.06.2013 20:12:51: second 3320, jobs that second 0, active requests: 0
30.06.2013 20:12:52: second 3321, jobs that second 0, active requests: 0
30.06.2013 20:12:53: second 3322, jobs that second 0, active requests: 0
30.06.2013 20:12:54: second 3323, jobs that second 0, active requests: 0
30.06.2013 20:12:55: second 3324, jobs that second 1, active requests: 0
30.06.2013 20:12:56: second 3325, jobs that second 1, active requests: 0
30.06.2013 20:12:57: second 3326, jobs that second 1, active requests: 0
30.06.2013 20:12:58: second 3327, jobs that second 1, active requests: 0
30.06.2013 20:12:59: second 3328, jobs that second 0, active requests: 1
30.06.2013 20:13:00: second 3329, jobs that second 1, active requests: 0
30.06.2013 20:13:01: second 3330, jobs that second 1, active requests: 0
30.06.2013 20:13:02: second 3331, jobs that second 1, active requests: 1
30.06.2013 20:13:03: second 3332, jobs that second 2, active requests: 0
30.06.2013 20:13:04: second 3333, jobs that second 3, active requests: 0
30.06.2013 20:13:05: second 3334, jobs that second 1, active requests: 0
30.06.2013 20:13:06: second 3335, jobs that second 1, active requests: 1
30.06.2013 20:13:07: second 3336, jobs that second 0, active requests: 0
30.06.2013 20:13:08: second 3337, jobs that second 2, active requests: 0
30.06.2013 20:13:09: second 3338, jobs that second 0, active requests: 1
30.06.2013 20:13:10: second 3339, jobs that second 1, active requests: 0
30.06.2013 20:13:11: second 3340, jobs that second 2, active requests: 0
30.06.2013 20:13:12: second 3341, jobs that second 2, active requests: 0
30.06.2013 20:13:13: second 3342, jobs that second 1, active requests: 0
30.06.2013 20:13:14: second 3343, jobs that second 1, active requests: 1
30.06.2013 20:13:15: second 3344, jobs that second 1, active requests: 0
30.06.2013 20:13:16: second 3345, jobs that second 3, active requests: 1
30.06.2013 20:13:17: second 3346, jobs that second 2, active requests: 0
30.06.2013 20:13:18: second 3347, jobs that second 0, active requests: 0
30.06.2013 20:13:19: second 3348, jobs that second 1, active requests: 0
30.06.2013 20:13:20: second 3349, jobs that second 1, active requests: 0
30.06.2013 20:13:21: second 3350, jobs that second 1, active requests: 1
30.06.2013 20:13:22: second 3351, jobs that second 1, active requests: 0
30.06.2013 20:13:23: second 3352, jobs that second 0, active requests: 1
30.06.2013 20:13:24: second 3353, jobs that second 2, active requests: 0
30.06.2013 20:13:25: second 3354, jobs that second 3, active requests: 0
30.06.2013 20:13:26: second 3355, jobs that second 1, active requests: 0
30.06.2013 20:13:27: second 3356, jobs that second 0, active requests: 0
30.06.2013 20:13:28: second 3357, jobs that second 3, active requests: 0
30.06.2013 20:13:29: second 3358, jobs that second 0, active requests: 2
30.06.2013 20:13:30: second 3359, jobs that second 0, active requests: 0
30.06.2013 20:13:31: second 3360, jobs that second 2, active requests: 0
30.06.2013 20:13:32: second 3361, jobs that second 0, active requests: 1
30.06.2013 20:13:33: second 3362, jobs that second 3, active requests: 0
30.06.2013 20:13:34: second 3363, jobs that second 0, active requests: 0
30.06.2013 20:13:35: second 3364, jobs that second 0, active requests: 0
30.06.2013 20:13:36: second 3365, jobs that second 0, active requests: 0
30.06.2013 20:13:37: second 3366, jobs that second 1, active requests: 0
30.06.2013 20:13:38: second 3367, jobs that second 2, active requests: 0
30.06.2013 20:13:39: second 3368, jobs that second 1, active requests: 1
30.06.2013 20:13:40: second 3369, jobs that second 0, active requests: 1
30.06.2013 20:13:41: second 3370, jobs that second 0, active requests: 0
30.06.2013 20:13:42: second 3371, jobs that second 0, active requests: 0
30.06.2013 20:13:43: second 3372, jobs that second 3, active requests: 0
